sample,time,optimized_price,noise,ess_offer,ess_bid,demand,thermal,renewable,charge,discharge,soc,price,objective_value,ess_surplus,ess_profit,cost_to_serve,actual_cost
1,1,NaN,NaN,40.0,40.0,100.0,0.0,200.0,100.0,0.0,360.0,43.1,19448.89,38311.12,40760.0,117240.0,17000.0
1,2,NaN,NaN,40.0,40.0,200.0,10.0,100.0,0.0,90.0,-0.0,50.0,19448.89,38311.12,40760.0,117240.0,17000.0
1,3,NaN,NaN,40.0,40.0,300.0,0.0,500.0,200.0,0.0,720.0,-0.0,19448.89,38311.12,40760.0,117240.0,17000.0
1,4,NaN,NaN,40.0,40.0,300.0,0.0,322.22,22.22,0.0,800.0,-0.0,19448.89,38311.12,40760.0,117240.0,17000.0
1,5,NaN,NaN,40.0,40.0,200.0,75.0,25.0,0.0,100.0,400.0,50.0,19448.89,38311.12,40760.0,117240.0,17000.0
1,6,NaN,NaN,40.0,40.0,100.0,0.0,0.0,0.0,100.0,0.0,50.0,19448.89,38311.12,40760.0,117240.0,17000.0
