sample,time,optimized_price,noise,ess_offer,ess_bid,demand,thermal,renewable,charge,discharge,soc,price,objective_value,ess_surplus,ess_profit,cost_to_serve,actual_cost
7,5,50.0,8.2297,58.2297,50.0,200.0,100.0,25.0,0.0,75.0,0.0,58.23,19367.23,4208.92,4367.25,26646.0,15823.0
7,6,50.0,8.2297,58.2297,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,19367.23,4208.92,4367.25,26646.0,15823.0
8,1,43.1,3.682,46.782,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,19026.15,3867.67,4026.0,25736.0,15368.0
8,2,50.0,3.682,53.682,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,19026.15,3867.67,4026.0,25736.0,15368.0
8,3,-0.0,3.682,3.682,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,19026.15,3867.67,4026.0,25736.0,15368.0
8,4,-0.0,3.682,3.682,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,19026.15,3867.67,4026.0,25736.0,15368.0
8,5,50.0,3.682,53.682,50.0,200.0,100.0,25.0,0.0,75.0,0.0,53.68,19026.15,3867.67,4026.0,25736.0,15368.0
8,6,50.0,3.682,53.682,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,19026.15,3867.67,4026.0,25736.0,15368.0
9,1,43.1,-7.1311,35.9689,0.0,100.0,0.0,200.0,100.0,0.0,90.0,6.42,16681.97,13245.78,13858.0,25642.0,4250.0
9,2,50.0,-7.1311,42.8689,50.0,200.0,10.0,100.0,-0.0,90.0,0.0,50.0,16681.97,13245.78,13858.0,25642.0,4250.0
9,3,-0.0,-7.1311,0.0,0.0,300.0,0.0,322.22,22.22,0.0,20.0,-0.0,16681.97,13245.78,13858.0,25642.0,4250.0
9,4,-0.0,-7.1311,0.0,0.0,300.0,0.0,500.0,200.0,0.0,200.0,-0.0,16681.97,13245.78,13858.0,25642.0,4250.0
9,5,50.0,-7.1311,42.8689,50.0,200.0,0.0,25.0,-0.0,175.0,25.0,50.0,16681.97,13245.78,13858.0,25642.0,4250.0
9,6,50.0,-7.1311,42.8689,40.0,100.0,75.0,0.0,0.0,25.0,0.0,50.0,16681.97,13245.78,13858.0,25642.0,4250.0
10,1,43.1,-5.1668,37.9332,0.0,100.0,0.0,200.0,100.0,0.0,90.0,4.65,17251.62,13422.78,14035.0,25465.0,4250.0
10,2,50.0,-5.1668,44.8332,50.0,200.0,10.0,100.0,-0.0,90.0,0.0,50.0,17251.62,13422.78,14035.0,25465.0,4250.0
10,3,-0.0,-5.1668,0.0,0.0,300.0,0.0,322.22,22.22,0.0,20.0,-0.0,17251.62,13422.78,14035.0,25465.0,4250.0
10,4,-0.0,-5.1668,0.0,0.0,300.0,0.0,500.0,200.0,0.0,200.0,-0.0,17251.62,13422.78,14035.0,25465.0,4250.0
10,5,50.0,-5.1668,44.8332,50.0,200.0,0.0,25.0,-0.0,175.0,25.0,50.0,17251.62,13422.78,14035.0,25465.0,4250.0
10,6,50.0,-5.1668,44.8332,40.0,100.0,75.0,0.0,0.0,25.0,0.0,50.0,17251.62,13422.78,14035.0,25465.0,4250.0
11,1,43.1,-10.7363,32.3637,0.0,100.0,0.0,200.0,100.0,0.0,90.0,9.66,15636.48,12921.78,13534.0,25966.0,4250.0
11,2,50.0,-10.7363,39.2637,50.0,200.0,10.0,100.0,-0.0,90.0,0.0,50.0,15636.48,12921.78,13534.0,25966.0,4250.0
11,3,-0.0,-10.7363,0.0,0.0,300.0,0.0,322.22,22.22,0.0,20.0,-0.0,15636.48,12921.78,13534.0,25966.0,4250.0
11,4,-0.0,-10.7363,0.0,0.0,300.0,0.0,500.0,200.0,0.0,200.0,-0.0,15636.48,12921.78,13534.0,25966.0,4250.0
11,5,50.0,-10.7363,39.2637,50.0,200.0,0.0,25.0,-0.0,175.0,25.0,50.0,15636.48,12921.78,13534.0,25966.0,4250.0
11,6,50.0,-10.7363,39.2637,40.0,100.0,75.0,0.0,0.0,25.0,0.0,50.0,15636.48,12921.78,13534.0,25966.0,4250.0
12,1,43.1,8.4523,51.5523,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,19383.92,4225.42,4383.75,26690.0,15845.0
12,2,50.0,8.4523,58.4523,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,19383.92,4225.42,4383.75,26690.0,15845.0
12,3,-0.0,8.4523,8.4523,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,19383.92,4225.42,4383.75,26690.0,15845.0
12,4,-0.0,8.4523,8.4523,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,19383.92,4225.42,4383.75,26690.0,15845.0
12,5,50.0,8.4523,58.4523,50.0,200.0,100.0,25.0,0.0,75.0,0.0,58.45,19383.92,4225.42,4383.75,26690.0,15845.0
12,6,50.0,8.4523,58.4523,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,19383.92,4225.42,4383.75,26690.0,15845.0
13,1,43.1,5.3461,48.4461,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,19150.96,3992.92,4151.25,26070.0,15535.0
13,2,50.0,5.3461,55.3461,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,19150.96,3992.92,4151.25,26070.0,15535.0
13,3,-0.0,5.3461,5.3461,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,19150.96,3992.92,4151.25,26070.0,15535.0
13,4,-0.0,5.3461,5.3461,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,19150.96,3992.92,4151.25,26070.0,15535.0
13,5,50.0,5.3461,55.3461,50.0,200.0,100.0,25.0,0.0,75.0,0.0,55.35,19150.96,3992.92,4151.25,26070.0,15535.0
13,6,50.0,5.3461,55.3461,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,19150.96,3992.92,4151.25,26070.0,15535.0
14,1,43.1,16.4027,59.5027,0.0,100.0,0.0,100.0,0.0,0.0,-0.0,-0.0,19980.2,4821.67,4980.0,28280.0,16640.0
14,2,50.0,16.4027,66.4027,50.0,200.0,100.0,100.0,0.0,0.0,0.0,50.0,19980.2,4821.67,4980.0,28280.0,16640.0
14,3,-0.0,16.4027,16.4027,0.0,300.0,0.0,300.0,0.0,0.0,-0.0,-0.0,19980.2,4821.67,4980.0,28280.0,16640.0
14,4,-0.0,16.4027,16.4027,0.0,300.0,0.0,383.33,83.33,0.0,75.0,-0.0,19980.2,4821.67,4980.0,28280.0,16640.0
14,5,50.0,16.4027,66.4027,50.0,200.0,100.0,25.0,0.0,75.0,0.0,66.4,19980.2,4821.67,4980.0,28280.0,16640.0
14,6,50.0,16.4027,66.4027,40.0,100.0,100.0,0.0,0.0,0.0,-0.0,50.0,19980.2,4821.67,4980.0,28280.0,16640.0
15,1,43.1,-18.1745,24.9255,0.0,100.0,0.0,200.0,100.0,0.0,90.0,16.36,13479.41,12251.78,12864.0,26636.0,4250.0
