Time,DemandDelta,Demand,ChargeLimitOffset,ChargeLimit,BaselineCharge,Status,Price,PriceChange,Objective,ObjectiveChange,SecantPrice,Charge,EffectiveDemand,NetDemand,UnusedRenewable,ZeroPrice
1,-1.0,99.0,,200.0,100.0,OPTIMAL,43.1,0.0,19276.48888888889,-172.40000000000146,43.100000000000364,101.0,200.0,200.0,0.0,false
1,1.0e-6,100.000001,,200.0,100.0,OPTIMAL,43.1,0.0,19448.889061288886,0.00017239999579032883,43.09999894758221,99.999999,200.0,200.0,0.0,false
1,1.778279410038923e-6,100.00000177827941,,200.0,100.0,OPTIMAL,43.1,0.0,19448.88919546426,0.0003065753699047491,43.09999994573951,99.99999822172059,200.0,200.0,0.0,false
1,3.162277660168379e-6,100.00000316227766,,200.0,100.0,OPTIMAL,43.1,0.0,19448.889434065557,0.0005451766664918978,43.099999832309884,99.99999683772234,200.0,200.0,0.0,false
1,5.623413251903491e-6,100.00000562341326,,200.0,100.0,OPTIMAL,43.1,0.0,19448.889858365335,0.0009694764448795468,43.100000011175815,99.99999437658674,200.0,200.0,0.0,false
1,1.0e-5,100.00001,,200.0,100.0,OPTIMAL,43.1,0.0,19448.890612888892,0.001724000001559034,43.10000003897585,99.99999,200.0,200.0,0.0,false
1,1.778279410038923e-5,100.0000177827941,,200.0,100.0,OPTIMAL,43.1,0.0,19448.891954642593,0.0030657537026854698,43.09999999688416,99.9999822172059,200.0,200.0,0.0,false
1,3.1622776601683795e-5,100.0000316227766,,200.0,100.0,OPTIMAL,43.1,0.0,19448.894340655574,0.005451766683108872,43.09999997611362,99.9999683772234,200.0,200.0,0.0,false
1,5.623413251903491e-5,100.00005623413251,,200.0,100.0,OPTIMAL,43.1,0.0,19448.898583653332,0.00969476444151951,43.0999999788291,99.99994376586749,200.0,200.0,0.0,false
1,0.0001,100.0001,,200.0,100.0,OPTIMAL,43.1,0.0,19448.906128888888,0.017239999997400446,43.099999993501115,99.9999,200.0,200.0,0.0,false
1,0.00017782794100389227,100.000177827941,,200.0,100.0,OPTIMAL,43.1,0.0,19448.919546425917,0.030657537026854698,43.099999996884165,99.999822172059,200.0,200.0,0.0,false
1,0.00031622776601683794,100.00031622776602,,200.0,100.0,OPTIMAL,43.1,0.0,19448.94340655575,0.05451766686019255,43.09999999912222,99.99968377223398,200.0,200.0,0.0,false
1,0.0005623413251903491,100.00056234132519,,200.0,100.0,OPTIMAL,43.1,0.0,19448.985836533353,0.09694764446248882,43.09999999985447,99.99943765867481,200.0,200.0,0.0,false
1,0.001,100.001,,200.0,100.0,OPTIMAL,43.1,0.0,19449.06128888889,0.1723999999994703,43.09999999986758,99.999,200.0,200.0,0.0,false
1,0.0017782794100389228,100.00177827941003,,200.0,100.0,OPTIMAL,43.1,0.0,19449.19546425918,0.30657537029037485,43.09999999995284,99.99822172058997,200.0,200.0,0.0,false
1,0.0031622776601683794,100.00316227766017,,200.0,100.0,OPTIMAL,43.1,0.0,19449.4340655575,0.5451766686092014,43.09999999969744,99.99683772233983,200.0,200.0,0.0,false
1,0.005623413251903491,100.0056234132519,,200.0,100.0,OPTIMAL,43.1,0.0,19449.858365333515,0.9694764446248882,43.09999999985447,99.9943765867481,200.0,200.0,0.0,false
1,0.010000000000000002,100.01,,200.0,100.0,OPTIMAL,43.1,0.0,19450.61288888889,1.723999999998341,43.09999999995852,99.99,200.0,200.0,0.0,false
1,0.01778279410038923,100.01778279410038,,200.0,100.0,OPTIMAL,43.1,0.0,19451.954642591794,3.0657537029037485,43.099999999952836,99.98221720589962,200.0,200.0,0.0,false
1,0.03162277660168379,100.03162277660168,,200.0,100.0,OPTIMAL,43.1,0.0,19454.34065557502,5.451766686128394,43.099999999985044,99.96837722339832,200.0,200.0,0.0,false
1,0.05623413251903491,100.05623413251904,,200.0,100.0,OPTIMAL,43.1,0.0,19458.58365333517,9.694764446277986,43.09999999998385,99.94376586748096,200.0,200.0,0.0,false
1,0.1,100.1,,200.0,100.0,OPTIMAL,43.1,0.0,19466.12888888889,17.239999999997963,43.09999999999491,99.9,200.0,200.0,0.0,false
1,0.1778279410038923,100.1778279410039,,200.0,100.0,OPTIMAL,43.1,0.0,19479.546425917957,30.65753702906659,43.099999999993756,99.8221720589961,200.0,200.0,0.0,false
1,0.31622776601683794,100.31622776601684,,200.0,100.0,OPTIMAL,43.1,0.0,19503.406555750193,54.51766686130213,43.099999999999426,99.68377223398316,200.0,200.0,0.0,false
1,0.5623413251903491,100.56234132519035,,200.0,100.0,OPTIMAL,43.1,0.0,19545.836533351703,96.9476444628126,43.09999999999841,99.43765867480965,200.0,200.0,0.0,false
1,1.0,101.0,,200.0,100.0,OPTIMAL,43.1,0.0,19621.28888888889,172.39999999999782,43.099999999999454,99.0,200.0,200.0,0.0,false
1,0.0,100.0,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19448.88888888889,0.0,,100.0,200.0,200.0,0.0,false
1,-1.0e-6,99.999999,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.999999,199.999999,9.999999974752427e-7,true
1,-1.778279410038923e-6,99.99999822172059,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.9999982217206,199.9999982217206,1.7782793975129607e-6,true
1,-3.162277660168379e-6,99.99999683772234,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.99999683772234,199.99999683772234,3.162277664614521e-6,true
1,-5.623413251903491e-6,99.99999437658674,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.99999437658676,199.99999437658676,5.623413244393305e-6,true
1,-1.0e-5,99.99999,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.99999,199.99999,1.0000000003174137e-5,true
1,-1.778279410038923e-5,99.9999822172059,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.9999822172059,199.9999822172059,1.7782794088816445e-5,true
1,-3.1622776601683795e-5,99.9999683772234,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.9999683772234,199.9999683772234,3.162277658930179e-5,true
1,-5.623413251903491e-5,99.99994376586749,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.9999437658675,199.9999437658675,5.623413250077647e-5,true
1,-0.0001,99.9999,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.9999,199.9999,0.00010000000000331966,true
1,-0.00017782794100389227,99.999822172059,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.999822172059,199.999822172059,0.00017782794100185129,true
1,-0.00031622776601683794,99.99968377223398,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.999683772234,199.999683772234,0.00031622776600670477,true
1,-0.0005623413251903491,99.99943765867481,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.99943765867482,199.99943765867482,0.0005623413251782949,true
1,-0.001,99.999,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.999,199.999,0.0010000000000047748,true
1,-0.0017782794100389228,99.99822172058997,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.99822172058998,199.99822172058998,0.0017782794100185129,true
1,-0.0031622776601683794,99.99683772233983,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.99683772233982,199.99683772233982,0.0031622776601807345,true
1,-0.005623413251903491,99.9943765867481,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.9943765867481,199.9943765867481,0.005623413251896636,true
1,-0.010000000000000002,99.99,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.99,199.99,0.009999999999990905,true
1,-0.01778279410038923,99.98221720589962,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.98221720589962,199.98221720589962,0.01778279410038408,true
1,-0.03162277660168379,99.96837722339832,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.9683772233983,199.9683772233983,0.03162277660169366,true
1,-0.05623413251903491,99.94376586748096,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.94376586748098,199.94376586748098,0.056234132519023206,true
1,-0.1,99.9,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.9,199.9,0.09999999999999432,true
1,-0.1778279410038923,99.8221720589961,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.8221720589961,199.8221720589961,0.17782794100389765,true
1,-0.31622776601683794,99.68377223398316,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.68377223398318,199.68377223398318,0.3162277660168229,true
1,-0.5623413251903491,99.43765867480965,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.43765867480965,199.43765867480965,0.5623413251903457,true
1,-1.0,99.0,0.0,100.0,100.0,OPTIMAL,-0.0,-43.1,19448.88888888889,0.0,,100.0,199.0,199.0,1.0,true
1,1.0e-6,100.000001,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19448.889061288886,0.00017239999579032883,,99.999999,200.0,200.0,0.0,false
1,1.778279410038923e-6,100.00000177827941,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19448.88919546426,0.0003065753699047491,,99.99999822172059,200.0,200.0,0.0,false
1,3.162277660168379e-6,100.00000316227766,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19448.889434065557,0.0005451766664918978,,99.99999683772234,200.0,200.0,0.0,false
1,5.623413251903491e-6,100.00000562341326,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19448.889858365335,0.0009694764448795468,,99.99999437658674,200.0,200.0,0.0,false
1,1.0e-5,100.00001,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19448.890612888892,0.001724000001559034,,99.99999,200.0,200.0,0.0,false
1,1.778279410038923e-5,100.0000177827941,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19448.891954642593,0.0030657537026854698,,99.9999822172059,200.0,200.0,0.0,false
1,3.1622776601683795e-5,100.0000316227766,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19448.894340655574,0.005451766683108872,,99.9999683772234,200.0,200.0,0.0,false
1,5.623413251903491e-5,100.00005623413251,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19448.898583653332,0.00969476444151951,,99.99994376586749,200.0,200.0,0.0,false
1,0.0001,100.0001,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19448.906128888888,0.017239999997400446,,99.9999,200.0,200.0,0.0,false
1,0.00017782794100389227,100.000177827941,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19448.919546425917,0.030657537026854698,,99.999822172059,200.0,200.0,0.0,false
1,0.00031622776601683794,100.00031622776602,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19448.94340655575,0.05451766686019255,,99.99968377223398,200.0,200.0,0.0,false
1,0.0005623413251903491,100.00056234132519,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19448.985836533353,0.09694764446248882,,99.99943765867481,200.0,200.0,0.0,false
1,0.001,100.001,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19449.06128888889,0.1723999999994703,,99.999,200.0,200.0,0.0,false
1,0.0017782794100389228,100.00177827941003,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19449.19546425918,0.30657537029037485,,99.99822172058997,200.0,200.0,0.0,false
1,0.0031622776601683794,100.00316227766017,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19449.4340655575,0.5451766686092014,,99.99683772233983,200.0,200.0,0.0,false
1,0.005623413251903491,100.0056234132519,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19449.858365333515,0.9694764446248882,,99.9943765867481,200.0,200.0,0.0,false
1,0.010000000000000002,100.01,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19450.61288888889,1.723999999998341,,99.99,200.0,200.0,0.0,false
1,0.01778279410038923,100.01778279410038,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19451.954642591794,3.0657537029037485,,99.98221720589962,200.0,200.0,0.0,false
1,0.03162277660168379,100.03162277660168,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19454.34065557502,5.451766686128394,,99.96837722339832,200.0,200.0,0.0,false
1,0.05623413251903491,100.05623413251904,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19458.58365333517,9.694764446277986,,99.94376586748096,200.0,200.0,0.0,false
1,0.1,100.1,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19466.12888888889,17.239999999997963,,99.9,200.0,200.0,0.0,false
1,0.1778279410038923,100.1778279410039,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19479.546425917957,30.65753702906659,,99.8221720589961,200.0,200.0,0.0,false
1,0.31622776601683794,100.31622776601684,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19503.406555750193,54.51766686130213,,99.68377223398316,200.0,200.0,0.0,false
1,0.5623413251903491,100.56234132519035,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19545.836533351703,96.9476444628126,,99.43765867480965,200.0,200.0,0.0,false
1,1.0,101.0,0.0,100.0,100.0,OPTIMAL,43.1,0.0,19621.28888888889,172.39999999999782,,99.0,200.0,200.0,0.0,false
1,0.0,100.0,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.999,199.999,0.0010000000000047748,true
1,-1.0e-6,99.999999,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.998999,199.998999,0.00100100000000225,true
1,-1.778279410038923e-6,99.99999822172059,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99899822172057,199.99899822172057,0.0010017782794307095,true
1,-3.162277660168379e-6,99.99999683772234,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99899683772233,199.99899683772233,0.0010031622776693894,true
1,-5.623413251903491e-6,99.99999437658674,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99899437658672,199.99899437658672,0.0010056234132775899,true
1,-1.0e-5,99.99999,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99899,199.99899,0.001010000000007949,true
1,-1.778279410038923e-5,99.9999822172059,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99898221720588,199.99898221720588,0.001017782794122013,true
1,-3.1622776601683795e-5,99.9999683772234,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99896837722338,199.99896837722338,0.0010316227766224983,true
1,-5.623413251903491e-5,99.99994376586749,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99894376586747,199.99894376586747,0.001056234132533973,true
1,-0.0001,99.9999,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.9989,199.9989,0.0011000000000080945,true
1,-0.00017782794100389227,99.999822172059,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.998822172059,199.998822172059,0.0011778279410066261,true
1,-0.00031622776601683794,99.99968377223398,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99868377223396,199.99868377223396,0.0013162277660399013,true
1,-0.0005623413251903491,99.99943765867481,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.9984376586748,199.9984376586748,0.0015623413252114915,true
1,-0.001,99.999,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.998,199.998,0.0020000000000095497,true
1,-0.0017782794100389228,99.99822172058997,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99722172058995,199.99722172058995,0.0027782794100517094,true
1,-0.0031622776601683794,99.99683772233983,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99583772233984,199.99583772233984,0.004162277660157088,true
1,-0.005623413251903491,99.9943765867481,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.9933765867481,199.9933765867481,0.006623413251901411,true
1,-0.010000000000000002,99.99,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.98899999999998,199.98899999999998,0.011000000000024102,true
1,-0.01778279410038923,99.98221720589962,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.9812172058996,199.9812172058996,0.018782794100388855,true
1,-0.03162277660168379,99.96837722339832,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.96737722339833,199.96737722339833,0.03262277660167001,true
1,-0.05623413251903491,99.94376586748096,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.94276586748094,199.94276586748094,0.0572341325190564,true
1,-0.1,99.9,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.899,199.899,0.10099999999999909,true
1,-0.1778279410038923,99.8221720589961,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.8211720589961,199.8211720589961,0.17882794100390242,true
1,-0.31622776601683794,99.68377223398316,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.68277223398314,199.68277223398314,0.3172277660168561,true
1,-0.5623413251903491,99.43765867480965,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.43665867480965,199.43665867480965,0.5633413251903505,true
1,-1.0,99.0,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,198.999,198.999,1.0010000000000048,true
1,1.0e-6,100.000001,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.999001,199.999001,0.0009990000000072996,true
1,1.778279410038923e-6,100.00000177827941,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99900177827942,199.99900177827942,0.0009982217205788402,true
1,3.162277660168379e-6,100.00000316227766,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99900316227766,199.99900316227766,0.0009968377223401603,true
1,5.623413251903491e-6,100.00000562341326,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99900562341327,199.99900562341327,0.0009943765867319598,true
1,1.0e-5,100.00001,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99901,199.99901,0.0009900000000016007,true
1,1.778279410038923e-5,100.0000177827941,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.9990177827941,199.9990177827941,0.0009822172058875367,true
1,3.1622776601683795e-5,100.0000316227766,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.9990316227766,199.9990316227766,0.0009683772233870513,true
1,5.623413251903491e-5,100.00005623413251,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99905623413252,199.99905623413252,0.0009437658674755767,true
1,0.0001,100.0001,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.9991,199.9991,0.0009000000000014552,true
1,0.00017782794100389227,100.000177827941,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.999177827941,199.999177827941,0.0008221720590029236,true
1,0.00031622776601683794,100.00031622776602,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.99931622776603,199.99931622776603,0.0006837722339696484,true
1,0.0005623413251903491,100.00056234132519,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,199.9995623413252,199.9995623413252,0.0004376586747980582,true
1,0.001,100.001,-0.001,99.999,100.0,OPTIMAL,-0.0,-43.1,19449.06128888889,0.1723999999994703,,99.999,200.0,200.0,0.0,true
1,0.0017782794100389228,100.00177827941003,-0.001,99.999,100.0,OPTIMAL,43.1,0.0,19449.19546425918,0.30657537029037485,,99.99822172058997,200.0,200.0,0.0,false
1,0.0031622776601683794,100.00316227766017,-0.001,99.999,100.0,OPTIMAL,43.1,0.0,19449.4340655575,0.5451766686092014,,99.99683772233983,200.0,200.0,0.0,false
1,0.005623413251903491,100.0056234132519,-0.001,99.999,100.0,OPTIMAL,43.1,0.0,19449.858365333515,0.9694764446248882,,99.9943765867481,200.0,200.0,0.0,false
1,0.010000000000000002,100.01,-0.001,99.999,100.0,OPTIMAL,43.1,0.0,19450.61288888889,1.723999999998341,,99.99,200.0,200.0,0.0,false
1,0.01778279410038923,100.01778279410038,-0.001,99.999,100.0,OPTIMAL,43.1,0.0,19451.954642591794,3.0657537029037485,,99.98221720589962,200.0,200.0,0.0,false
1,0.03162277660168379,100.03162277660168,-0.001,99.999,100.0,OPTIMAL,43.1,0.0,19454.34065557502,5.451766686128394,,99.96837722339832,200.0,200.0,0.0,false
1,0.05623413251903491,100.05623413251904,-0.001,99.999,100.0,OPTIMAL,43.1,0.0,19458.58365333517,9.694764446277986,,99.94376586748096,200.0,200.0,0.0,false
1,0.1,100.1,-0.001,99.999,100.0,OPTIMAL,43.1,0.0,19466.12888888889,17.239999999997963,,99.9,200.0,200.0,0.0,false
1,0.1778279410038923,100.1778279410039,-0.001,99.999,100.0,OPTIMAL,43.1,0.0,19479.546425917957,30.65753702906659,,99.8221720589961,200.0,200.0,0.0,false
1,0.31622776601683794,100.31622776601684,-0.001,99.999,100.0,OPTIMAL,43.1,0.0,19503.406555750193,54.51766686130213,,99.68377223398316,200.0,200.0,0.0,false
1,0.5623413251903491,100.56234132519035,-0.001,99.999,100.0,OPTIMAL,43.1,0.0,19545.836533351703,96.9476444628126,,99.43765867480965,200.0,200.0,0.0,false
